AÑO_ACCIDENTE,MES_ACCIDENTE,CLASE ACCIDENTE,SERVICIO_VEHICULO_ACCIDENTADO,CLASE_VEHICULO_ACCIDENTADO,CANTIDAD_VEHICULOS
2018,10,Choque,PUBLICO,AUTOMOVIL,154
2018,10,Choque,PUBLICO,BUS,82
2018,10,Choque,PUBLICO,BUSETA,24
2018,10,Choque,PUBLICO,CAMION,35
2018,10,Choque,PUBLICO,CAMIONETA,18
2018,10,Choque,PUBLICO,MICROBUS,15
2018,10,Choque,PUBLICO,TRACTO/CAMION,16
2018,10,Choque,PUBLICO,VOLQUETA,9
2018,10,Incendio,PARTICULAR,AUTOMOVIL,1
2018,10,Otro,OTROS,VOLQUETA,1
2018,10,Otro,PARTICULAR,MOTOCICLETA,1
2018,10,Volcamiento,PARTICULAR,AUTOMOVIL,2
2018,10,Volcamiento,PUBLICO,BUS,1
2018,10,Volcamiento,PUBLICO,CAMION,1
2018,11,Atropello,OTROS,BICICLETA O TRICICLO,1
2018,11,Atropello,PARTICULAR,AUTOMOVIL,6
2018,11,Atropello,PARTICULAR,CAMIONETA,3
2018,11,Atropello,PARTICULAR,CAMPERO,1
2018,11,Atropello,PARTICULAR,MOTOCICLETA,10
2018,11,Atropello,PUBLICO,AUTOMOVIL,4
2018,11,Atropello,PUBLICO,BUS,2
2018,11,Atropello,PUBLICO,CAMION,1
2018,11,Atropello,PUBLICO,CAMIONETA,1
2018,11,Caida Ocupante,PUBLICO,BUS,3
2018,11,Choque,OFICIAL,CAMION,2
2018,11,Choque,OFICIAL,CAMIONETA,2
2018,11,Choque,OFICIAL,CAMPERO,1
2018,11,Choque,OFICIAL,MOTOCICLETA,4
2018,11,Choque,OTROS,AUTOMOVIL,2
2018,11,Choque,OTROS,CAMIONETA,1
2018,11,Choque,OTROS,TRACCION ANIMAL,1
2018,11,Choque,OTROS,BICICLETA O TRICICLO,7
2018,11,Choque,OTROS,OTROS,1
2018,11,Choque,PARTICULAR,AUTOMOVIL,305
2018,11,Choque,PARTICULAR,CAMION,13
2018,11,Choque,PARTICULAR,CAMIONETA,102
2018,11,Choque,PARTICULAR,CAMPERO,32
2018,11,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2018,11,Choque,PARTICULAR,MOTOCICLETA,120
2018,11,Choque,PARTICULAR,VOLQUETA,1
2018,11,Choque,PUBLICO,AUTOMOVIL,139
2018,11,Choque,PUBLICO,BUS,93
2018,11,Choque,PUBLICO,BUSETA,33
2018,11,Choque,PUBLICO,CAMION,46
2018,11,Choque,PUBLICO,CAMIONETA,24
2018,11,Choque,PUBLICO,CAMPERO,1
2018,11,Choque,PUBLICO,MICROBUS,12
2018,11,Choque,PUBLICO,TRACTO/CAMION,16
2018,11,Choque,PUBLICO,VOLQUETA,10
2018,11,Otro,OFICIAL,AUTOMOVIL,1
2018,11,Otro,PARTICULAR,MOTOCICLETA,2
2018,11,Volcamiento,PARTICULAR,MOTOCICLETA,1
2018,11,Volcamiento,PUBLICO,TRACTO/CAMION,1
2018,12,Atropello,PARTICULAR,AUTOMOVIL,8
2018,12,Atropello,PARTICULAR,CAMIONETA,2
2018,12,Atropello,PARTICULAR,CAMPERO,1
2018,12,Atropello,PARTICULAR,MOTOCICLETA,10
2018,12,Atropello,PUBLICO,AUTOMOVIL,4
2018,12,Atropello,PUBLICO,BUS,1
2018,12,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2018,12,Caida Ocupante,PUBLICO,AUTOMOVIL,1
2018,12,Caida Ocupante,PUBLICO,BUS,1
2018,12,Choque,OFICIAL,CAMIONETA,4
2018,12,Choque,OFICIAL,MOTOCICLETA,1
2018,12,Choque,OTROS,AUTOMOVIL,4
2018,12,Choque,OTROS,BICICLETA O TRICICLO,4
2018,12,Choque,PARTICULAR,AUTOMOVIL,360
2018,12,Choque,PARTICULAR,CAMION,6
2018,12,Choque,PARTICULAR,CAMIONETA,120
2018,12,Choque,PARTICULAR,CAMPERO,48
2018,12,Choque,PARTICULAR,MOTOCARRO,1
2018,12,Choque,PARTICULAR,MOTOCICLETA,105
2018,12,Choque,PARTICULAR,VOLQUETA,1
2018,12,Choque,PUBLICO,AUTOMOVIL,150
2018,12,Choque,PUBLICO,BUS,101
2018,12,Choque,PUBLICO,BUSETA,22
2018,12,Choque,PUBLICO,CAMION,33
2018,12,Choque,PUBLICO,CAMIONETA,27
2018,12,Choque,PUBLICO,CAMPERO,1
2018,12,Choque,PUBLICO,MICROBUS,9
2018,12,Choque,PUBLICO,TRACTO/CAMION,11
2018,12,Choque,PUBLICO,VOLQUETA,10
2018,12,Incendio,PARTICULAR,CAMIONETA,1
2018,12,Otro,PARTICULAR,AUTOMOVIL,1
2018,12,Otro,PARTICULAR,MOTOCICLETA,3
2018,12,Volcamiento,PUBLICO,MICROBUS,1
2019,1,Atropello,PARTICULAR,AUTOMOVIL,6
2019,1,Atropello,PARTICULAR,CAMIONETA,2
2019,1,Atropello,PARTICULAR,CAMPERO,1
2019,1,Atropello,PARTICULAR,MOTOCICLETA,8
2019,1,Atropello,PUBLICO,AUTOMOVIL,1
2019,1,Atropello,PUBLICO,BUS,5
2019,1,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2019,1,Caida Ocupante,PUBLICO,BUS,2
2019,1,Choque,OFICIAL,AUTOMOVIL,1
2019,1,Choque,OFICIAL,CAMIONETA,1
2019,1,Choque,OFICIAL,MOTOCICLETA,2
2019,1,Choque,OTROS,CAMION,1
2019,1,Choque,OTROS,MOTOCICLETA,1
2019,1,Choque,OTROS,BICICLETA O TRICICLO,11
2019,1,Choque,PARTICULAR,AUTOMOVIL,297
2019,1,Choque,PARTICULAR,BUSETA,1
2019,1,Choque,PARTICULAR,CAMION,9
2019,1,Choque,PARTICULAR,CAMIONETA,90
2019,1,Choque,PARTICULAR,CAMPERO,35
2019,1,Choque,PARTICULAR,MICROBUS,1
2019,1,Choque,PARTICULAR,MOTOCICLETA,126
2019,1,Choque,PARTICULAR,TRACTO/CAMION,2
2019,1,Choque,PARTICULAR,VOLQUETA,1
2019,1,Choque,PUBLICO,AUTOMOVIL,143
2019,1,Choque,PUBLICO,BUS,74
2019,1,Choque,PUBLICO,BUS ARTICULADO,1
2019,1,Choque,PUBLICO,BUSETA,25
2019,1,Choque,PUBLICO,CAMION,39
2019,1,Choque,PUBLICO,CAMIONETA,19
2019,1,Choque,PUBLICO,CAMPERO,1
2019,1,Choque,PUBLICO,MICROBUS,10
2019,1,Choque,PUBLICO,TRACTO/CAMION,20
2019,1,Choque,PUBLICO,VOLQUETA,13
2019,1,Incendio,PUBLICO,AUTOMOVIL,1
2019,1,Otro,PARTICULAR,MOTOCICLETA,2
2019,1,Otro,PUBLICO,CAMION,1
2019,1,Otro,PUBLICO,CAMIONETA,1
2019,2,Atropello,OFICIAL,MOTOCICLETA,1
2019,2,Atropello,PARTICULAR,AUTOMOVIL,2
2019,2,Atropello,PARTICULAR,CAMIONETA,1
2019,2,Atropello,PARTICULAR,CAMPERO,1
2019,2,Atropello,PARTICULAR,MOTOCICLETA,4
2019,2,Atropello,PUBLICO,AUTOMOVIL,4
2019,2,Atropello,PUBLICO,BUS,3
2019,2,Atropello,PUBLICO,CAMIONETA,1
2019,2,Atropello,PUBLICO,VOLQUETA,1
2019,2,Caida Ocupante,PUBLICO,BUS,1
2019,2,Choque,OFICIAL,AUTOMOVIL,1
2019,2,Choque,OFICIAL,CAMION,1
2019,2,Choque,OFICIAL,CAMPERO,1
2019,2,Choque,OFICIAL,MOTOCICLETA,1
2019,2,Choque,OTROS,AUTOMOVIL,3
2019,2,Choque,OTROS,MOTOCICLETA,1
2019,2,Choque,OTROS,TRACCION ANIMAL,1
2019,2,Choque,OTROS,BICICLETA O TRICICLO,3
2019,2,Choque,PARTICULAR,AUTOMOVIL,326
2019,2,Choque,PARTICULAR,BUS,2
2019,2,Choque,PARTICULAR,CAMION,7
2019,2,Choque,PARTICULAR,CAMIONETA,103
2019,2,Choque,PARTICULAR,CAMPERO,31
2019,2,Choque,PARTICULAR,MINICARGADOR,1
2019,2,Choque,PARTICULAR,MOTOCARRO,1
2019,2,Choque,PARTICULAR,MOTOCICLETA,104
2019,2,Choque,PARTICULAR,TRACTO/CAMION,1
2019,2,Choque,PARTICULAR,VOLQUETA,2
2019,2,Choque,PUBLICO,AUTOMOVIL,124
2019,2,Choque,PUBLICO,BUS,89
2019,2,Choque,PUBLICO,BUSETA,23
2019,2,Choque,PUBLICO,CAMION,31
2019,2,Choque,PUBLICO,CAMIONETA,17
2019,2,Choque,PUBLICO,MICROBUS,10
2019,2,Choque,PUBLICO,TRACTO/CAMION,16
2019,2,Choque,PUBLICO,VOLQUETA,2
2019,2,Otro,OTROS,OTROS,1
2019,2,Otro,PARTICULAR,CAMIONETA,1
2019,2,Otro,PARTICULAR,MOTOCICLETA,1
2019,2,Volcamiento,OFICIAL,MOTOCICLETA,2
2019,3,Atropello,OTROS,AUTOMOVIL,1
2019,3,Atropello,OTROS,MOTOCICLETA,1
2019,3,Atropello,PARTICULAR,AUTOMOVIL,2
2019,3,Atropello,PARTICULAR,CAMIONETA,2
2019,3,Atropello,PARTICULAR,MOTOCICLETA,7
2019,3,Atropello,PUBLICO,AUTOMOVIL,4
2019,3,Atropello,PUBLICO,BUS,3
2019,3,Caida Ocupante,PUBLICO,BUS,2
2019,3,Choque,OFICIAL,CAMIONETA,2
2019,3,Choque,OFICIAL,MOTOCICLETA,6
2019,3,Choque,OTROS,BICICLETA O TRICICLO,6
2019,3,Choque,PARTICULAR,AUTOMOVIL,314
2019,3,Choque,PARTICULAR,CAMION,1
2019,3,Choque,PARTICULAR,CAMIONETA,102
2019,3,Choque,PARTICULAR,CAMPERO,30
2019,3,Choque,PARTICULAR,MOTOCICLETA,116
2019,3,Choque,PARTICULAR,TRACTO/CAMION,2
2019,3,Choque,PARTICULAR,VOLQUETA,2
2019,3,Choque,PUBLICO,AUTOMOVIL,129
2019,3,Choque,PUBLICO,BUS,75
2019,3,Choque,PUBLICO,BUSETA,27
2019,3,Choque,PUBLICO,CAMION,18
2019,3,Choque,PUBLICO,CAMIONETA,17
2019,3,Choque,PUBLICO,MICROBUS,14
2019,3,Choque,PUBLICO,TRACTO/CAMION,17
2019,3,Choque,PUBLICO,VOLQUETA,10
2019,3,Otro,PARTICULAR,AUTOMOVIL,1
2019,3,Otro,PARTICULAR,MOTOCICLETA,2
2019,3,Otro,PUBLICO,TRACTO/CAMION,1
2019,3,Volcamiento,PARTICULAR,AUTOMOVIL,2
2019,3,Volcamiento,PARTICULAR,MOTOCICLETA,1
2019,4,Atropello,PARTICULAR,AUTOMOVIL,4
2019,4,Atropello,PARTICULAR,CAMIONETA,1
2019,4,Atropello,PARTICULAR,CAMPERO,1
2019,4,Atropello,PARTICULAR,MOTOCICLETA,4
2019,4,Atropello,PARTICULAR,VOLQUETA,1
2019,4,Atropello,PUBLICO,AUTOMOVIL,2
2019,4,Atropello,PUBLICO,BUS,1
2019,4,Atropello,PUBLICO,BUSETA,2
2019,4,Caida Ocupante,PUBLICO,BUS,3
2019,4,Caida Ocupante,PUBLICO,BUSETA,2
2019,4,Choque,OFICIAL,CAMION,1
2019,4,Choque,OFICIAL,CAMIONETA,1
2019,4,Choque,OFICIAL,CAMPERO,3
2019,4,Choque,OFICIAL,MOTOCICLETA,3
2019,4,Choque,OTROS,AUTOMOVIL,1
2019,4,Choque,OTROS,MOTOCICLETA,1
2019,4,Choque,OTROS,RETROEXCAVADORA,1
2019,4,Choque,OTROS,TRACCION ANIMAL,2
2019,4,Choque,OTROS,BICICLETA O TRICICLO,5
2019,4,Choque,PARTICULAR,AUTOMOVIL,302
2019,4,Choque,PARTICULAR,CAMION,8
2019,4,Choque,PARTICULAR,CAMIONETA,105
2019,4,Choque,PARTICULAR,CAMPERO,30
2019,4,Choque,PARTICULAR,MICROBUS,1
2019,4,Choque,PARTICULAR,MOTOCARRO,1
2019,4,Choque,PARTICULAR,MOTOCICLETA,99
2019,4,Choque,PARTICULAR,VOLQUETA,1
2019,4,Choque,PUBLICO,AUTOMOVIL,147
2019,4,Choque,PUBLICO,BUS,85
2019,4,Choque,PUBLICO,BUSETA,30
2019,4,Choque,PUBLICO,CAMION,31
2019,4,Choque,PUBLICO,CAMIONETA,20
2019,4,Choque,PUBLICO,MICROBUS,8
2019,4,Choque,PUBLICO,TRACTO/CAMION,17
2019,4,Choque,PUBLICO,VOLQUETA,14
2019,4,Otro,PARTICULAR,MOTOCICLETA,1
2019,4,Otro,PUBLICO,CAMION,1
2019,5,Atropello,OFICIAL,CAMIONETA,1
2019,5,Atropello,PARTICULAR,AUTOMOVIL,2
2019,5,Atropello,PARTICULAR,CAMIONETA,1
2019,5,Atropello,PARTICULAR,MOTOCICLETA,8
2019,5,Atropello,PUBLICO,AUTOMOVIL,1
2019,5,Atropello,PUBLICO,BUS,4
2019,5,Caida Ocupante,PUBLICO,BUS,1
2019,5,Caida Ocupante,PUBLICO,BUSETA,1
2019,5,Choque,DIPLOMATICO,CAMIONETA,1
2019,5,Choque,OFICIAL,BUS,1
2019,5,Choque,OFICIAL,CAMION,2
2019,5,Choque,OFICIAL,CAMIONETA,4
2019,5,Choque,OFICIAL,MOTOCICLETA,1
2019,5,Choque,OTROS,AUTOMOVIL,4
2019,5,Choque,OTROS,TRACCION ANIMAL,1
2019,5,Choque,OTROS,BICICLETA O TRICICLO,5
2019,5,Choque,PARTICULAR,AUTOMOVIL,334
2019,5,Choque,PARTICULAR,CAMION,4
2019,5,Choque,PARTICULAR,CAMIONETA,99
2019,5,Choque,PARTICULAR,CAMPERO,30
2019,5,Choque,PARTICULAR,MOTOCICLETA,107
2019,5,Choque,PARTICULAR,VOLQUETA,5
2019,5,Choque,PUBLICO,AUTOMOVIL,128
2019,5,Choque,PUBLICO,BUS,96
2019,5,Choque,PUBLICO,BUSETA,30
2019,5,Choque,PUBLICO,CAMION,39
2019,5,Choque,PUBLICO,CAMIONETA,27
2019,5,Choque,PUBLICO,MICROBUS,11
2019,5,Choque,PUBLICO,TRACTO/CAMION,18
2019,5,Choque,PUBLICO,VOLQUETA,6
2019,5,Otro,OTROS,BICICLETA O TRICICLO,1
2019,5,Otro,PARTICULAR,MOTOCICLETA,1
2019,5,Otro,PUBLICO,CAMION,2
2019,5,Volcamiento,PARTICULAR,AUTOMOVIL,1
2019,5,Volcamiento,PUBLICO,AUTOMOVIL,1
2019,6,Atropello,PARTICULAR,AUTOMOVIL,4
2019,6,Atropello,PARTICULAR,CAMIONETA,2
2019,6,Atropello,PARTICULAR,MOTOCICLETA,5
2019,6,Atropello,PUBLICO,AUTOMOVIL,4
2019,6,Atropello,PUBLICO,BUS,1
2019,6,Atropello,PUBLICO,BUSETA,1
2019,6,Atropello,PUBLICO,MICROBUS,1
2019,6,Caida Ocupante,PUBLICO,BUS,1
2019,6,Caida Ocupante,PUBLICO,BUSETA,1
2019,6,Choque,OFICIAL,CAMPERO,1
2019,6,Choque,OFICIAL,MOTOCICLETA,1
2019,6,Choque,OTROS,AUTOMOVIL,2
2019,6,Choque,OTROS,MOTOCICLETA,1
2019,6,Choque,OTROS,BICICLETA O TRICICLO,6
2019,6,Choque,PARTICULAR,AUTOMOVIL,262
2019,6,Choque,PARTICULAR,CAMION,7
2019,6,Choque,PARTICULAR,CAMIONETA,84
2019,6,Choque,PARTICULAR,CAMPERO,27
2019,6,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2019,6,Choque,PARTICULAR,MOTOCICLETA,112
2019,6,Choque,PARTICULAR,TRACTO/CAMION,1
2019,6,Choque,PARTICULAR,VOLQUETA,3
2019,6,Choque,PUBLICO,AUTOMOVIL,133
2019,6,Choque,PUBLICO,BUS,85
2019,6,Choque,PUBLICO,BUSETA,13
2019,6,Choque,PUBLICO,CAMION,31
2019,6,Choque,PUBLICO,CAMIONETA,26
2019,6,Choque,PUBLICO,CAMPERO,1
2019,6,Choque,PUBLICO,MICROBUS,6
2019,6,Choque,PUBLICO,TRACTO/CAMION,23
2019,6,Choque,PUBLICO,VOLQUETA,13
2019,6,Otro,PARTICULAR,MOTOCICLETA,1
2019,6,Volcamiento,PUBLICO,BUSETA,1
2019,6,Volcamiento,PUBLICO,CAMION,1
2019,7,Atropello,PARTICULAR,AUTOMOVIL,1
2019,7,Atropello,PARTICULAR,CAMIONETA,2
2019,7,Atropello,PARTICULAR,CAMPERO,2
2019,7,Atropello,PARTICULAR,MOTOCICLETA,2
2019,7,Atropello,PUBLICO,AUTOMOVIL,4
2019,7,Atropello,PUBLICO,BUS,4
2019,7,Atropello,PUBLICO,CAMION,2
2019,7,Choque,OFICIAL,BUS,1
2019,7,Choque,OFICIAL,CAMPERO,1
2019,7,Choque,OFICIAL,MOTOCICLETA,4
2019,7,Choque,OTROS,AUTOMOVIL,1
2019,7,Choque,OTROS,MAQUINARIA AGRICOLA,1
2019,7,Choque,OTROS,MOTOCICLETA,2
2019,7,Choque,OTROS,MINI EXCAVADORA,1
2019,7,Choque,OTROS,BICICLETA O TRICICLO,6
2019,7,Choque,PARTICULAR,AUTOMOVIL,298
2019,7,Choque,PARTICULAR,CAMION,3
2019,7,Choque,PARTICULAR,CAMIONETA,104
2019,7,Choque,PARTICULAR,CAMPERO,26
2019,7,Choque,PARTICULAR,MICROBUS,1
2019,7,Choque,PARTICULAR,MOTOCICLETA,99
2019,7,Choque,PARTICULAR,TRACTO/CAMION,1
2019,7,Choque,PARTICULAR,VOLQUETA,1
2019,7,Choque,PUBLICO,AUTOMOVIL,121
2019,7,Choque,PUBLICO,BUS,78
2019,7,Choque,PUBLICO,BUSETA,25
2019,7,Choque,PUBLICO,CAMION,32
2019,7,Choque,PUBLICO,CAMIONETA,29
2019,7,Choque,PUBLICO,MICROBUS,9
2019,7,Choque,PUBLICO,TRACTO/CAMION,23
2019,7,Choque,PUBLICO,VOLQUETA,11
2019,7,Otro,PARTICULAR,MOTOCICLETA,1
2019,7,Volcamiento,PARTICULAR,AUTOMOVIL,1
2019,7,Volcamiento,PARTICULAR,MOTOCICLETA,1
2019,7,Volcamiento,PUBLICO,CAMION,1
2019,7,Volcamiento,PUBLICO,TRACTO/CAMION,1
2019,8,Atropello,PARTICULAR,AUTOMOVIL,3
2019,8,Atropello,PARTICULAR,MOTOCICLETA,4
2019,8,Atropello,PUBLICO,AUTOMOVIL,1
2019,8,Caida Ocupante,PUBLICO,BUS,2
2019,8,Choque,DIPLOMATICO,CAMIONETA,1
2019,8,Choque,OFICIAL,AUTOMOVIL,2
2019,8,Choque,OFICIAL,CAMION,1
2019,8,Choque,OFICIAL,CAMIONETA,3
2019,8,Choque,OFICIAL,MOTOCICLETA,1
2019,8,Choque,OTROS,AUTOMOVIL,3
2019,8,Choque,OTROS,MOTOCICLETA,1
2019,8,Choque,OTROS,TRACCION ANIMAL,2
2019,8,Choque,OTROS,BICICLETA O TRICICLO,7
2019,8,Choque,PARTICULAR,AUTOMOVIL,322
2019,8,Choque,PARTICULAR,BUS,3
2019,8,Choque,PARTICULAR,CAMION,4
2019,8,Choque,PARTICULAR,CAMIONETA,104
2019,8,Choque,PARTICULAR,CAMPERO,33
2019,8,Choque,PARTICULAR,MOTOCICLETA,108
2019,8,Choque,PUBLICO,AUTOMOVIL,136
2019,8,Choque,PUBLICO,BUS,104
2019,8,Choque,PUBLICO,BUSETA,34
2019,8,Choque,PUBLICO,CAMION,40
2019,8,Choque,PUBLICO,CAMIONETA,22
2019,8,Choque,PUBLICO,MICROBUS,12
2019,8,Choque,PUBLICO,TRACTO/CAMION,19
2019,8,Choque,PUBLICO,VOLQUETA,9
2019,8,Incendio,PARTICULAR,AUTOMOVIL,2
2019,8,Incendio,PARTICULAR,CAMIONETA,1
2019,8,Incendio,PUBLICO,AUTOMOVIL,1
2019,8,Otro,OFICIAL,CAMIONETA,1
2019,8,Otro,PARTICULAR,CAMIONETA,1
2019,8,Otro,PARTICULAR,MOTOCICLETA,1
2019,8,Otro,PUBLICO,BUS,1
2019,8,Otro,PUBLICO,TRACTO/CAMION,1
2019,8,Volcamiento,PARTICULAR,BULDOZER,1
2019,8,Volcamiento,PUBLICO,AUTOMOVIL,1
2019,9,Atropello,PARTICULAR,AUTOMOVIL,7
2019,9,Atropello,PARTICULAR,CAMIONETA,5
2019,9,Atropello,PARTICULAR,CAMPERO,1
2019,9,Atropello,PARTICULAR,MOTOCICLETA,9
2019,9,Atropello,PUBLICO,AUTOMOVIL,1
2019,9,Atropello,PUBLICO,BUS,3
2019,9,Atropello,PUBLICO,CAMION,2
2019,9,Atropello,PUBLICO,MICROBUS,2
2019,9,Caida Ocupante,PUBLICO,BUS,2
2019,9,Caida Ocupante,PUBLICO,BUSETA,1
2019,9,Choque,OFICIAL,CAMIONETA,3
2019,9,Choque,OFICIAL,MOTOCICLETA,1
2019,9,Choque,OTROS,AUTOMOVIL,2
2019,9,Choque,OTROS,TRACCION ANIMAL,2
2019,9,Choque,OTROS,BICICLETA O TRICICLO,5
2019,9,Choque,PARTICULAR,AUTOMOVIL,332
2019,9,Choque,PARTICULAR,BUSETA,2
2019,9,Choque,PARTICULAR,CAMION,11
2019,9,Choque,PARTICULAR,CAMIONETA,98
2019,9,Choque,PARTICULAR,CAMPERO,33
2019,9,Choque,PARTICULAR,MOTOCARRO,1
2019,9,Choque,PARTICULAR,MOTOCICLETA,118
2019,9,Choque,PARTICULAR,TRACTO/CAMION,1
2019,9,Choque,PARTICULAR,VOLQUETA,1
2019,9,Choque,PUBLICO,AUTOMOVIL,121
2019,9,Choque,PUBLICO,BUS,91
2019,9,Choque,PUBLICO,BUSETA,30
2019,9,Choque,PUBLICO,CAMION,37
2019,9,Choque,PUBLICO,CAMIONETA,20
2019,9,Choque,PUBLICO,MICROBUS,15
2019,9,Choque,PUBLICO,TRACTO/CAMION,21
2019,9,Choque,PUBLICO,VOLQUETA,9
2019,9,Volcamiento,PARTICULAR,MOTOCICLETA,1
2019,9,Volcamiento,PUBLICO,AUTOMOVIL,1
2019,10,Atropello,OFICIAL,MOTOCICLETA,1
2019,10,Atropello,PARTICULAR,AUTOMOVIL,8
2019,10,Atropello,PARTICULAR,CAMIONETA,2
2019,10,Atropello,PARTICULAR,CAMPERO,1
2019,10,Atropello,PARTICULAR,MOTOCICLETA,4
2019,10,Atropello,PUBLICO,AUTOMOVIL,3
2019,10,Atropello,PUBLICO,BUS,7
2019,10,Atropello,PUBLICO,BUSETA,3
2019,10,Atropello,PUBLICO,CAMION,1
2019,10,Atropello,PUBLICO,TRACTO/CAMION,1
2019,10,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2019,10,Caida Ocupante,PUBLICO,BUS,4
2019,10,Choque,OFICIAL,BUS,2
2019,10,Choque,OFICIAL,CAMIONETA,2
2019,10,Choque,OFICIAL,CAMPERO,1
2019,10,Choque,OTROS,MOTOCICLETA,2
2019,10,Choque,OTROS,BICICLETA O TRICICLO,9
2019,10,Choque,PARTICULAR,AUTOMOVIL,300
2019,10,Choque,PARTICULAR,BUS,2
2019,10,Choque,PARTICULAR,CAMION,5
2019,10,Choque,PARTICULAR,CAMIONETA,108
2019,10,Choque,PARTICULAR,CAMPERO,25
2019,10,Choque,PARTICULAR,MICROBUS,4
2019,10,Choque,PARTICULAR,MOTOCICLETA,98
2019,10,Choque,PARTICULAR,VOLQUETA,1
2019,10,Choque,PUBLICO,AUTOMOVIL,131
2019,10,Choque,PUBLICO,BUS,80
2019,10,Choque,PUBLICO,BUSETA,29
2019,10,Choque,PUBLICO,CAMION,43
2019,10,Choque,PUBLICO,CAMIONETA,20
2019,10,Choque,PUBLICO,MICROBUS,6
2019,10,Choque,PUBLICO,TRACTO/CAMION,20
2019,10,Choque,PUBLICO,VOLQUETA,3
2019,10,Incendio,PARTICULAR,AUTOMOVIL,1
2019,10,Otro,PARTICULAR,AUTOMOVIL,2
2019,10,Otro,PARTICULAR,MOTOCICLETA,1
2019,10,Otro,PUBLICO,AUTOMOVIL,2
2019,10,Otro,PUBLICO,CAMION,1
2019,10,Volcamiento,PARTICULAR,AUTOMOVIL,1
2019,11,Atropello,PARTICULAR,AUTOMOVIL,6
2019,11,Atropello,PARTICULAR,CAMIONETA,2
2019,11,Atropello,PARTICULAR,MOTOCICLETA,8
2019,11,Atropello,PUBLICO,AUTOMOVIL,3
2019,11,Atropello,PUBLICO,BUS,1
2019,11,Caida Ocupante,PUBLICO,BUS,3
2019,11,Choque,OFICIAL,AUTOMOVIL,2
2019,11,Choque,OFICIAL,CAMIONETA,2
2019,11,Choque,OFICIAL,MOTOCICLETA,3
2019,11,Choque,OTROS,AUTOMOVIL,2
2019,11,Choque,OTROS,MAQUINARIA INDUSTRIAL,1
2019,11,Choque,OTROS,MOTOCARRO,1
2019,11,Choque,OTROS,MOTOCICLETA,3
2019,11,Choque,OTROS,BICICLETA O TRICICLO,4
2019,11,Choque,PARTICULAR,AUTOMOVIL,318
2019,11,Choque,PARTICULAR,CAMION,4
2019,11,Choque,PARTICULAR,CAMIONETA,110
2019,11,Choque,PARTICULAR,CAMPERO,34
2019,11,Choque,PARTICULAR,MOTOCICLETA,92
2019,11,Choque,PARTICULAR,VOLQUETA,2
2019,11,Choque,PUBLICO,AUTOMOVIL,133
2019,11,Choque,PUBLICO,BUS,62
2019,11,Choque,PUBLICO,BUSETA,21
2019,11,Choque,PUBLICO,CAMION,47
2019,11,Choque,PUBLICO,CAMIONETA,20
2019,11,Choque,PUBLICO,MICROBUS,5
2019,11,Choque,PUBLICO,TRACTO/CAMION,28
2019,11,Choque,PUBLICO,VOLQUETA,4
2019,11,Otro,PARTICULAR,AUTOMOVIL,1
2019,11,Otro,PARTICULAR,CAMION,1
2019,12,Atropello,PARTICULAR,AUTOMOVIL,3
2019,12,Atropello,PARTICULAR,CAMIONETA,1
2019,12,Atropello,PARTICULAR,MOTOCICLETA,9
2019,12,Atropello,PUBLICO,AUTOMOVIL,2
2019,12,Atropello,PUBLICO,BUSETA,2
2019,12,Atropello,PUBLICO,CAMION,1
2019,12,Caida Ocupante,PUBLICO,BUS,2
2019,12,Choque,OFICIAL,CAMIONETA,1
2019,12,Choque,OFICIAL,CAMPERO,1
2019,12,Choque,OFICIAL,MOTOCICLETA,1
2019,12,Choque,OTROS,AUTOMOVIL,1
2019,12,Choque,OTROS,MOTOCICLETA,1
2019,12,Choque,OTROS,TRACCION ANIMAL,1
2019,12,Choque,OTROS,BICICLETA O TRICICLO,8
2019,12,Choque,PARTICULAR,AUTOMOVIL,303
2019,12,Choque,PARTICULAR,CAMION,2
2019,12,Choque,PARTICULAR,CAMIONETA,100
2019,12,Choque,PARTICULAR,CAMPERO,31
2019,12,Choque,PARTICULAR,MICROBUS,2
2019,12,Choque,PARTICULAR,MOTOCICLETA,110
2019,12,Choque,PARTICULAR,VOLQUETA,2
2019,12,Choque,PUBLICO,AUTOMOVIL,129
2019,12,Choque,PUBLICO,BUS,86
2019,12,Choque,PUBLICO,BUSETA,31
2019,12,Choque,PUBLICO,CAMION,36
2019,12,Choque,PUBLICO,CAMIONETA,23
2019,12,Choque,PUBLICO,MICROBUS,9
2019,12,Choque,PUBLICO,TRACTO/CAMION,22
2019,12,Choque,PUBLICO,VOLQUETA,8
2019,12,Otro,OFICIAL,MOTOCICLETA,1
2019,12,Volcamiento,PUBLICO,AUTOMOVIL,1
2020,1,Atropello,OTROS,AUTOMOVIL,1
2020,1,Atropello,PARTICULAR,AUTOMOVIL,5
2020,1,Atropello,PARTICULAR,CAMIONETA,2
2020,1,Atropello,PARTICULAR,MOTOCICLETA,9
2020,1,Atropello,PUBLICO,AUTOMOVIL,2
2020,1,Atropello,PUBLICO,BUS,5
2020,1,Atropello,PUBLICO,BUSETA,1
