AÑO_ACCIDENTE,MES_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2016,8,Motociclista,herido,Choque,F,34,1
2016,8,Motociclista,herido,Choque,F,29,1
2016,8,Motociclista,herido,Choque,M,50,3
2016,8,Motociclista,herido,Choque,M,34,1
2016,8,Motociclista,herido,Choque,M,37,1
2016,8,Motociclista,herido,Choque,M,23,1
2016,8,Motociclista,herido,Choque,M,32,1
2016,8,Motociclista,herido,Choque,M,25,1
2016,8,Motociclista,herido,Choque,M,38,1
2016,8,Motociclista,herido,Choque,M,36,1
2016,8,Motociclista,herido,Choque,M,30,1
2016,8,Motociclista,herido,Choque,M,59,1
2016,8,Motociclista,herido,Choque,M,27,1
2016,8,Motociclista,herido,Choque,M,24,3
2016,8,Motociclista,herido,Choque,M,28,3
2016,8,Motociclista,herido,Choque,M,40,1
2016,8,Motociclista,herido,Choque,M,35,1
2016,8,Motociclista,herido,Choque,M,42,2
2016,8,Motociclista,herido,Choque,M,43,2
2016,8,Motociclista,herido,Choque,M,29,1
2016,8,Motociclista,herido,Choque,M,31,2
2016,8,Motociclista,herido,Choque,M,26,1
2016,8,Motociclista,herido,Choque,M,51,1
2016,8,Motociclista,herido,Choque,M,52,2
2016,8,Motociclista,herido,Choque,M,58,1
2016,8,Motociclista,herido,Choque,M,60,1
2016,8,Motociclista,herido,Otro,M,30,1
2016,8,Motociclista,muerto,Choque,M,33,1
2016,8,Motociclista,muerto,Choque,M,36,1
2016,8,Motociclista,muerto,Choque,M,44,1
2016,8,Pasajero,herido,Atropello,M,15,1
2016,8,Pasajero,herido,Choque,F,36,1
2016,8,Pasajero,herido,Choque,F,28,1
2016,8,Pasajero,herido,Choque,F,14,1
2016,8,Pasajero,herido,Choque,F,51,1
2016,8,Pasajero,herido,Choque,M,33,1
2016,8,Pasajero,herido,Choque,M,22,1
2016,8,Pasajero,herido,Choque,M,46,1
2016,8,Pasajero,herido,Choque,M,31,1
2016,8,Pasajero,herido,Choque,M,44,1
2016,8,Pasajero,herido,Choque,M,48,1
2016,8,Pasajero,herido,Choque,M,21,1
2016,8,Pasajero,herido,Otro,M,38,1
2016,8,Peaton,herido,Atropello,F,61,1
2016,8,Peaton,herido,Atropello,F,32,1
2016,8,Peaton,herido,Atropello,F,57,1
2016,8,Peaton,herido,Atropello,F,36,1
2016,8,Peaton,herido,Atropello,F,19,1
2016,8,Peaton,herido,Atropello,F,35,1
2016,8,Peaton,herido,Atropello,F,58,1
2016,8,Peaton,herido,Atropello,F,16,1
2016,8,Peaton,herido,Atropello,F,48,1
2016,8,Peaton,herido,Atropello,F,73,1
2016,8,Peaton,herido,Atropello,F,53,1
2016,8,Peaton,herido,Atropello,F,21,1
2016,8,Peaton,herido,Atropello,M,33,1
2016,8,Peaton,herido,Atropello,M,36,1
2016,8,Peaton,herido,Atropello,M,24,1
2016,8,Peaton,herido,Atropello,M,75,1
2016,8,Peaton,herido,Atropello,M,64,1
2016,8,Peaton,herido,Atropello,M,11,1
2016,8,Peaton,herido,Atropello,M,70,1
2016,8,Peaton,herido,Atropello,M,66,1
2016,8,Peaton,herido,Atropello,M,39,1
2016,8,Peaton,herido,Atropello,M,48,1
2016,8,Peaton,herido,Atropello,M,13,1
2016,8,Peaton,herido,Atropello,M,53,1
2016,8,Peaton,herido,Atropello,M,65,1
2016,8,Peaton,herido,Atropello,M,60,1
2016,8,Peaton,herido,Atropello,M,82,2
2016,8,Peaton,herido,Atropello,M,12,1
2016,8,Peaton,herido,Atropello,M,84,1
2016,8,Peaton,herido,Choque,M,60,1
2016,8,Peaton,muerto,Atropello,F,28,1
2016,8,Peaton,muerto,Atropello,M,32,1
2016,8,Peaton,muerto,Atropello,M,24,1
2016,8,Peaton,muerto,Atropello,M,78,1
2016,9,Acompañante,herido,Atropello,M,26,1
2016,9,Acompañante,herido,Choque,F,46,1
2016,9,Acompañante,herido,Choque,F,28,1
2016,9,Acompañante,herido,Choque,F,63,1
2016,9,Acompañante,herido,Choque,F,11,1
2016,9,Acompañante,herido,Choque,F,31,2
2016,9,Acompañante,herido,Choque,F,44,1
2016,9,Acompañante,herido,Choque,F,58,1
2016,9,Acompañante,herido,Choque,M,25,1
2016,9,Acompañante,herido,Choque,M,36,1
2016,9,Acompañante,herido,Choque,M,27,4
2016,9,Acompañante,herido,Choque,M,43,1
2016,9,Acompañante,herido,Choque,M,29,1
2016,9,Acompañante,herido,Choque,M,52,1
2016,9,Acompañante,herido,Choque,M,17,1
2016,9,Acompañante,muerto,Choque,F,24,1
2016,9,Acompañante,muerto,Choque,F,29,1
2016,9,Acompañante,muerto,Choque,M,28,1
2016,9,Conductor,herido,Choque,M,32,1
2016,9,Conductor,herido,Choque,M,41,1
2016,9,Conductor,herido,Choque,M,69,2
2016,9,Conductor,herido,Choque,M,43,3
2016,9,Conductor,herido,Choque,M,26,1
2016,9,Motociclista,herido,Atropello,M,26,1
2016,9,Motociclista,herido,Choque,F,35,1
2016,9,Motociclista,herido,Choque,M,33,1
2016,9,Motociclista,herido,Choque,M,34,2
2016,9,Motociclista,herido,Choque,M,37,2
2016,9,Motociclista,herido,Choque,M,32,2
2016,9,Motociclista,herido,Choque,M,57,2
2016,9,Motociclista,herido,Choque,M,25,1
2016,9,Motociclista,herido,Choque,M,38,1
2016,9,Motociclista,herido,Choque,M,36,1
2016,9,Motociclista,herido,Choque,M,30,2
2016,9,Motociclista,herido,Choque,M,41,2
2016,9,Motociclista,herido,Choque,M,45,1
2016,9,Motociclista,herido,Choque,M,28,1
2016,9,Motociclista,herido,Choque,M,62,1
2016,9,Motociclista,herido,Choque,M,35,2
2016,9,Motociclista,herido,Choque,M,42,1
2016,9,Motociclista,herido,Choque,M,43,1
2016,9,Motociclista,herido,Choque,M,29,4
2016,9,Motociclista,herido,Choque,M,31,1
2016,9,Motociclista,herido,Choque,M,51,1
2016,9,Motociclista,herido,Choque,M,44,2
2016,9,Motociclista,herido,Choque,M,39,3
2016,9,Motociclista,herido,Choque,M,53,2
2016,9,Motociclista,herido,Choque,M,21,1
2016,9,Motociclista,herido,Otro,M,29,1
2016,9,Motociclista,muerto,Choque,M,33,2
2016,9,Motociclista,muerto,Choque,M,51,1
2016,9,Pasajero,herido,Caida Ocupante,F,70,1
2016,9,Pasajero,herido,Choque,F,33,1
2016,9,Pasajero,herido,Choque,F,64,1
2016,9,Pasajero,herido,Choque,F,43,1
2016,9,Pasajero,herido,Choque,F,26,2
2016,9,Pasajero,herido,Choque,F,52,1
2016,9,Pasajero,herido,Choque,F,39,2
2016,9,Pasajero,herido,Choque,M,33,1
2016,9,Pasajero,herido,Choque,M,32,1
2016,9,Pasajero,herido,Choque,M,27,1
2016,9,Pasajero,herido,Choque,M,31,1
2016,9,Pasajero,herido,Choque,M,55,1
2016,9,Pasajero,herido,Choque,M,54,2
2016,9,Pasajero,herido,Choque,M,65,1
2016,9,Pasajero,herido,Otro,F,33,1
2016,9,Pasajero,herido,Otro,M,28,1
2016,9,Peaton,herido,Atropello,F,61,1
2016,9,Peaton,herido,Atropello,F,42,1
2016,9,Peaton,herido,Atropello,F,8,1
2016,9,Peaton,herido,Atropello,M,46,1
2016,9,Peaton,herido,Atropello,M,32,1
2016,9,Peaton,herido,Atropello,M,59,1
2016,9,Peaton,herido,Atropello,M,69,1
2016,9,Peaton,herido,Atropello,M,51,1
2016,9,Peaton,herido,Atropello,M,48,2
2016,9,Peaton,herido,Atropello,M,71,1
2016,9,Peaton,herido,Choque,F,60,1
2016,9,Peaton,muerto,Atropello,F,30,1
2016,9,Peaton,muerto,Atropello,M,52,1
2016,9,Peaton,muerto,Atropello,M,66,1
2016,10,Acompañante,herido,Choque,F,36,2
2016,10,Acompañante,herido,Choque,F,64,1
2016,10,Acompañante,herido,Choque,F,29,1
2016,10,Acompañante,herido,Choque,F,31,1
2016,10,Acompañante,herido,Choque,F,52,1
2016,10,Acompañante,herido,Choque,M,22,1
2016,10,Acompañante,herido,Choque,M,32,2
2016,10,Acompañante,herido,Choque,M,30,1
2016,10,Acompañante,herido,Choque,M,26,2
2016,10,Acompañante,herido,Choque,M,47,1
2016,10,Acompañante,herido,Otro,M,35,1
2016,10,Ciclista,herido,Atropello,M,37,1
2016,10,Ciclista,herido,Choque,M,26,1
2016,10,Conductor,herido,Choque,M,37,2
2016,10,Conductor,herido,Choque,M,57,1
2016,10,Conductor,herido,Choque,M,42,1
2016,10,Motociclista,herido,Atropello,M,28,1
2016,10,Motociclista,herido,Atropello,M,29,1
2016,10,Motociclista,herido,Choque,F,28,1
2016,10,Motociclista,herido,Choque,F,40,1
2016,10,Motociclista,herido,Choque,F,43,2
2016,10,Motociclista,herido,Choque,M,33,1
2016,10,Motociclista,herido,Choque,M,61,1
2016,10,Motociclista,herido,Choque,M,37,1
2016,10,Motociclista,herido,Choque,M,23,1
2016,10,Motociclista,herido,Choque,M,46,1
2016,10,Motociclista,herido,Choque,M,32,1
2016,10,Motociclista,herido,Choque,M,25,2
2016,10,Motociclista,herido,Choque,M,36,2
2016,10,Motociclista,herido,Choque,M,30,3
2016,10,Motociclista,herido,Choque,M,27,2
2016,10,Motociclista,herido,Choque,M,41,1
2016,10,Motociclista,herido,Choque,M,24,1
2016,10,Motociclista,herido,Choque,M,49,1
2016,10,Motociclista,herido,Choque,M,28,5
2016,10,Motociclista,herido,Choque,M,63,1
2016,10,Motociclista,herido,Choque,M,56,1
2016,10,Motociclista,herido,Choque,M,29,3
2016,10,Motociclista,herido,Choque,M,26,3
2016,10,Motociclista,herido,Choque,M,51,1
2016,10,Motociclista,herido,Choque,M,55,2
2016,10,Motociclista,herido,Choque,M,52,2
2016,10,Motociclista,herido,Choque,M,58,1
2016,10,Motociclista,herido,Choque,M,39,1
2016,10,Motociclista,herido,Choque,M,47,1
2016,10,Motociclista,herido,Choque,M,54,1
2016,10,Motociclista,herido,Otro,M,27,1
2016,10,Motociclista,muerto,Choque,M,57,1
2016,10,Motociclista,muerto,Choque,M,40,1
2016,10,Motociclista,muerto,Choque,M,56,1
2016,10,Pasajero,herido,Atropello,M,25,1
2016,10,Pasajero,herido,Atropello,M,54,1
2016,10,Pasajero,herido,Caida Ocupante,F,61,1
2016,10,Pasajero,herido,Caida Ocupante,F,46,1
2016,10,Pasajero,herido,Caida Ocupante,F,41,1
2016,10,Pasajero,herido,Caida Ocupante,M,24,1
2016,10,Pasajero,herido,Choque,F,50,1
2016,10,Pasajero,herido,Choque,F,26,1
2016,10,Pasajero,herido,Choque,F,21,1
2016,10,Pasajero,herido,Choque,M,61,1
2016,10,Pasajero,herido,Choque,M,7,1
2016,10,Pasajero,herido,Choque,M,44,1
2016,10,Pasajero,herido,Choque,M,15,1
2016,10,Pasajero,herido,Choque,M,8,1
2016,10,Pasajero,herido,Choque,M,88,1
2016,10,Pasajero,herido,Otro,M,30,1
2016,10,Pasajero,muerto,Choque,F,23,1
2016,10,Peaton,herido,Atropello,F,68,1
2016,10,Peaton,herido,Atropello,F,25,1
2016,10,Peaton,herido,Atropello,F,42,1
2016,10,Peaton,herido,Atropello,M,33,1
2016,10,Peaton,herido,Atropello,M,34,1
2016,10,Peaton,herido,Atropello,M,28,1
2016,10,Peaton,herido,Atropello,M,62,1
2016,10,Peaton,herido,Atropello,M,11,1
2016,10,Peaton,herido,Atropello,M,67,1
2016,10,Peaton,herido,Atropello,M,71,1
2016,10,Peaton,herido,Atropello,M,73,1
2016,10,Peaton,herido,Atropello,M,8,1
2016,10,Peaton,herido,Atropello,M,83,1
2016,10,Peaton,herido,Atropello,M,12,1
2016,10,Peaton,muerto,Atropello,F,42,1
2016,10,Peaton,muerto,Atropello,M,58,1
2016,10,Peaton,muerto,Atropello,M,66,1
2016,11,Acompañante,herido,Choque,F,33,1
2016,11,Acompañante,herido,Choque,F,25,1
2016,11,Acompañante,herido,Choque,F,24,1
2016,11,Acompañante,herido,Choque,F,31,1
2016,11,Acompañante,herido,Choque,F,26,1
2016,11,Acompañante,herido,Choque,M,37,1
2016,11,Acompañante,herido,Choque,M,32,1
2016,11,Acompañante,herido,Choque,M,35,1
2016,11,Acompañante,herido,Choque,M,52,1
2016,11,Acompañante,herido,Choque,M,16,1
2016,11,Acompañante,herido,Choque,M,21,1
2016,11,Ciclista,herido,Choque,F,42,1
2016,11,Ciclista,herido,Choque,M,38,1
2016,11,Ciclista,herido,Choque,M,19,1
2016,11,Ciclista,herido,Choque,M,18,1
2016,11,Conductor,herido,Choque,M,46,1
2016,11,Conductor,herido,Choque,M,38,2
2016,11,Conductor,herido,Choque,M,36,1
2016,11,Conductor,herido,Choque,M,79,1
2016,11,Conductor,muerto,Choque,M,52,1
2016,11,Motociclista,herido,Atropello,M,24,1
2016,11,Motociclista,herido,Atropello,M,9,1
2016,11,Motociclista,herido,Choque,F,61,1
2016,11,Motociclista,herido,Choque,F,35,1
2016,11,Motociclista,herido,Choque,M,50,1
2016,11,Motociclista,herido,Choque,M,33,4
2016,11,Motociclista,herido,Choque,M,22,1
2016,11,Motociclista,herido,Choque,M,37,1
2016,11,Motociclista,herido,Choque,M,32,1
2016,11,Motociclista,herido,Choque,M,57,1
2016,11,Motociclista,herido,Choque,M,25,2
2016,11,Motociclista,herido,Choque,M,38,1
2016,11,Motociclista,herido,Choque,M,36,1
2016,11,Motociclista,herido,Choque,M,30,1
2016,11,Motociclista,herido,Choque,M,59,1
2016,11,Motociclista,herido,Choque,M,27,2
2016,11,Motociclista,herido,Choque,M,41,3
2016,11,Motociclista,herido,Choque,M,24,1
2016,11,Motociclista,herido,Choque,M,45,1
2016,11,Motociclista,herido,Choque,M,28,1
2016,11,Motociclista,herido,Choque,M,62,1
2016,11,Motociclista,herido,Choque,M,40,2
2016,11,Motociclista,herido,Choque,M,35,1
2016,11,Motociclista,herido,Choque,M,29,4
2016,11,Motociclista,herido,Choque,M,31,1
2016,11,Motociclista,herido,Choque,M,26,2
2016,11,Motociclista,herido,Choque,M,21,1
2016,11,Motociclista,muerto,Atropello,M,41,1
2016,11,Motociclista,muerto,Choque,M,37,1
2016,11,Pasajero,herido,Atropello,F,42,1
2016,11,Pasajero,herido,Atropello,M,61,1
2016,11,Pasajero,herido,Caida Ocupante,F,52,1
2016,11,Pasajero,herido,Choque,F,50,1
2016,11,Pasajero,herido,Choque,F,46,2
2016,11,Pasajero,herido,Choque,F,32,1
2016,11,Pasajero,herido,Choque,F,25,1
2016,11,Pasajero,herido,Choque,F,30,2
2016,11,Pasajero,herido,Choque,F,24,1
2016,11,Pasajero,herido,Choque,F,42,1
2016,11,Pasajero,herido,Choque,F,56,1
2016,11,Pasajero,herido,Choque,F,55,1
2016,11,Pasajero,herido,Choque,F,52,1
2016,11,Pasajero,herido,Choque,F,58,1
2016,11,Pasajero,herido,Choque,F,48,1
2016,11,Pasajero,herido,Choque,F,47,1
2016,11,Pasajero,herido,Choque,F,77,1
2016,11,Pasajero,herido,Choque,F,53,1
2016,11,Pasajero,herido,Choque,M,61,1
2016,11,Pasajero,herido,Choque,M,30,1
2016,11,Pasajero,herido,Choque,M,27,1
2016,11,Pasajero,herido,Choque,M,41,1
2016,11,Pasajero,herido,Choque,M,28,1
2016,11,Pasajero,herido,Choque,M,64,1
2016,11,Pasajero,herido,Choque,M,31,1
2016,11,Pasajero,herido,Choque,M,51,1
2016,11,Pasajero,herido,Choque,M,67,1
2016,11,Pasajero,herido,Choque,M,58,1
2016,11,Pasajero,herido,Choque,M,70,1
2016,11,Peaton,herido,Atropello,F,19,1
2016,11,Peaton,herido,Atropello,F,39,1
2016,11,Peaton,herido,Atropello,M,61,1
2016,11,Peaton,herido,Atropello,M,32,1
2016,11,Peaton,herido,Atropello,M,38,1
2016,11,Peaton,herido,Atropello,M,59,1
2016,11,Peaton,herido,Atropello,M,40,1
2016,11,Peaton,herido,Atropello,M,35,1
2016,11,Peaton,herido,Atropello,M,51,1
2016,11,Peaton,herido,Atropello,M,67,1
2016,11,Peaton,herido,Atropello,M,39,1
2016,11,Peaton,herido,Atropello,M,54,1
2016,11,Peaton,herido,Atropello,M,15,1
2016,11,Peaton,herido,Atropello,M,74,1
2016,11,Peaton,herido,Atropello,M,98,1
2016,11,Peaton,herido,Caida Ocupante,M,83,1
2016,11,Peaton,muerto,Atropello,F,90,1
2016,12,Acompañante,herido,Choque,F,19,1
2016,12,Acompañante,herido,Choque,F,21,1
2016,12,Acompañante,herido,Otro,M,61,1
2016,12,Ciclista,herido,Atropello,M,15,1
2016,12,Ciclista,herido,Choque,M,77,1
2016,12,Conductor,herido,Choque,M,22,1
2016,12,Conductor,herido,Choque,M,42,1
2016,12,Conductor,herido,Choque,M,52,1
2016,12,Conductor,herido,Choque,M,39,1
2016,12,Conductor,herido,Volcamiento,M,43,1
2016,12,Motociclista,herido,Atropello,M,40,1
2016,12,Motociclista,herido,Atropello,M,26,1
2016,12,Motociclista,herido,Choque,F,43,1
2016,12,Motociclista,herido,Choque,M,22,1
2016,12,Motociclista,herido,Choque,M,25,1
2016,12,Motociclista,herido,Choque,M,59,1
2016,12,Motociclista,herido,Choque,M,49,1
2016,12,Motociclista,herido,Choque,M,35,1
2016,12,Motociclista,herido,Choque,M,42,1
2016,12,Motociclista,herido,Choque,M,31,1
2016,12,Motociclista,herido,Choque,M,44,1
2016,12,Motociclista,herido,Choque,M,39,1
2016,12,Motociclista,herido,Otro,M,39,1
2016,12,Motociclista,muerto,Choque,F,40,1
2016,12,Motociclista,muerto,Choque,M,30,1
2016,12,Motociclista,muerto,Choque,M,52,1
2016,12,Pasajero,herido,Atropello,M,16,1
2016,12,Pasajero,herido,Choque,F,66,1
2016,12,Pasajero,herido,Choque,M,63,1
2016,12,Pasajero,herido,Choque,M,62,1
2016,12,Pasajero,herido,Choque,M,16,1
2016,12,Pasajero,herido,Choque,M,39,1
2016,12,Pasajero,herido,Otro,M,35,1
2016,12,Peaton,herido,Atropello,F,10,1
2016,12,Peaton,herido,Atropello,F,23,1
2016,12,Peaton,herido,Atropello,F,14,1
2016,12,Peaton,herido,Atropello,F,26,1
2016,12,Peaton,herido,Atropello,F,51,1
2016,12,Peaton,herido,Atropello,F,18,1
2016,12,Peaton,herido,Atropello,F,66,1
2016,12,Peaton,herido,Atropello,M,10,1
2016,12,Peaton,herido,Atropello,M,86,1
2016,12,Peaton,herido,Atropello,M,30,1
2016,12,Peaton,herido,Atropello,M,43,2
2016,12,Peaton,herido,Atropello,M,11,1
2016,12,Peaton,herido,Atropello,M,52,1
2016,12,Peaton,herido,Atropello,M,21,1
2016,12,Peaton,herido,Atropello,M,82,1
2016,12,Peaton,herido,Atropello,M,87,1
2017,1,Acompañante,herido,Choque,F,24,1
2017,1,Acompañante,herido,Choque,F,84,1
2017,1,Acompañante,herido,Choque,M,22,1
2017,1,Acompañante,herido,Choque,M,34,1
2017,1,Acompañante,herido,Choque,M,35,1
2017,1,Acompañante,herido,Choque,M,43,1
2017,1,Acompañante,herido,Choque,M,29,1
2017,1,Acompañante,herido,Choque,M,14,1
2017,1,Acompañante,herido,Otro,F,55,1
2017,1,Conductor,herido,Choque,M,41,1
2017,1,Conductor,herido,Choque,M,64,1
2017,1,Conductor,herido,Choque,M,44,1
2017,1,Conductor,herido,Choque,M,60,1
2017,1,Conductor,herido,Volcamiento,M,52,1
2017,1,Conductor,muerto,Choque,M,49,1
2017,1,Motociclista,herido,Atropello,M,34,1
2017,1,Motociclista,herido,Atropello,M,36,1
2017,1,Motociclista,herido,Atropello,M,30,1
2017,1,Motociclista,herido,Choque,M,33,1
2017,1,Motociclista,herido,Choque,M,22,1
2017,1,Motociclista,herido,Choque,M,37,1
2017,1,Motociclista,herido,Choque,M,23,1
2017,1,Motociclista,herido,Choque,M,25,1
2017,1,Motociclista,herido,Choque,M,27,1
2017,1,Motociclista,herido,Choque,M,29,1
2017,1,Motociclista,herido,Choque,M,31,3
2017,1,Motociclista,herido,Choque,M,26,1
2017,1,Motociclista,herido,Choque,M,51,1
2017,1,Motociclista,herido,Choque,M,39,1
2017,1,Motociclista,herido,Otro,M,32,1
2017,1,Motociclista,muerto,Choque,M,29,1
2017,1,Pasajero,herido,Caida Ocupante,M,22,1
2017,1,Pasajero,herido,Choque,F,24,1
2017,1,Pasajero,herido,Choque,M,38,1
2017,1,Pasajero,herido,Volcamiento,F,22,1
2017,1,Pasajero,herido,Volcamiento,F,32,1
2017,1,Pasajero,herido,Volcamiento,F,42,2
2017,1,Pasajero,herido,Volcamiento,F,52,1
2017,1,Pasajero,herido,Volcamiento,M,30,1
2017,1,Pasajero,herido,Volcamiento,M,35,2
2017,1,Pasajero,herido,Volcamiento,M,26,1
2017,1,Pasajero,herido,Volcamiento,M,0,1
2017,1,Peaton,herido,Atropello,F,46,1
2017,1,Peaton,herido,Atropello,F,26,1
2017,1,Peaton,herido,Atropello,F,65,1
2017,1,Peaton,herido,Atropello,F,74,1
2017,1,Peaton,herido,Atropello,F,83,1
2017,1,Peaton,herido,Atropello,M,10,1
2017,1,Peaton,herido,Atropello,M,33,1
2017,1,Peaton,herido,Atropello,M,25,1
2017,1,Peaton,herido,Atropello,M,38,1
2017,1,Peaton,herido,Atropello,M,45,1
2017,1,Peaton,herido,Atropello,M,35,2
2017,1,Peaton,herido,Atropello,M,43,1
2017,1,Peaton,herido,Atropello,M,51,1
2017,1,Peaton,herido,Atropello,M,122,1
2017,1,Peaton,muerto,Choque,M,33,1
2017,2,Acompañante,herido,Choque,F,36,1
2017,2,Acompañante,herido,Choque,F,40,1
2017,2,Acompañante,herido,Choque,F,26,1
2017,2,Acompañante,herido,Choque,M,33,1
2017,2,Acompañante,herido,Choque,M,34,1
2017,2,Acompañante,herido,Otro,M,28,1
2017,2,Acompañante,muerto,Choque,F,39,1
2017,2,Conductor,herido,Atropello,M,38,1
2017,2,Conductor,herido,Choque,M,57,1
2017,2,Conductor,herido,Choque,M,25,1
2017,2,Conductor,herido,Choque,M,27,1
2017,2,Conductor,herido,Choque,M,48,1
2017,2,Conductor,herido,Volcamiento,M,62,1
2017,2,Motociclista,herido,Atropello,M,37,1
2017,2,Motociclista,herido,Caida Ocupante,M,32,1
2017,2,Motociclista,herido,Choque,F,37,1
2017,2,Motociclista,herido,Choque,F,49,1
2017,2,Motociclista,herido,Choque,M,61,1
2017,2,Motociclista,herido,Choque,M,38,2
2017,2,Motociclista,herido,Choque,M,36,1
2017,2,Motociclista,herido,Choque,M,27,1
2017,2,Motociclista,herido,Choque,M,41,1
2017,2,Motociclista,herido,Choque,M,24,1
2017,2,Motociclista,herido,Choque,M,28,1
2017,2,Motociclista,herido,Choque,M,62,1
2017,2,Motociclista,herido,Choque,M,42,1
2017,2,Motociclista,herido,Choque,M,31,1
2017,2,Motociclista,herido,Choque,M,48,1
2017,2,Motociclista,herido,Otro,M,39,1
2017,2,Motociclista,muerto,Choque,M,36,1
2017,2,Pasajero,herido,Caida Ocupante,M,31,1
2017,2,Pasajero,herido,Choque,F,33,1
2017,2,Pasajero,herido,Choque,F,49,1
2017,2,Pasajero,herido,Choque,F,62,2
2017,2,Pasajero,herido,Choque,F,40,1
2017,2,Pasajero,herido,Choque,F,44,1
2017,2,Pasajero,herido,Choque,F,58,1
2017,2,Pasajero,herido,Choque,F,48,1
2017,2,Pasajero,herido,Choque,M,33,1
2017,2,Pasajero,herido,Choque,M,22,1
2017,2,Pasajero,herido,Choque,M,61,2
2017,2,Pasajero,herido,Choque,M,37,1
2017,2,Pasajero,herido,Choque,M,30,1
2017,2,Pasajero,herido,Choque,M,27,1
2017,2,Pasajero,herido,Choque,M,24,1
2017,2,Pasajero,herido,Choque,M,49,1
2017,2,Pasajero,herido,Choque,M,35,1
2017,2,Pasajero,herido,Choque,M,42,2
2017,2,Pasajero,herido,Choque,M,43,2
2017,2,Pasajero,herido,Choque,M,16,1
2017,2,Pasajero,herido,Choque,M,47,1
2017,2,Pasajero,herido,Choque,M,54,1
2017,2,Pasajero,herido,Choque,M,71,1
2017,2,Peaton,herido,Atropello,F,33,1
2017,2,Peaton,herido,Atropello,F,42,1
2017,2,Peaton,herido,Atropello,F,43,1
2017,2,Peaton,herido,Atropello,F,76,1
2017,2,Peaton,herido,Atropello,M,70,1
2017,2,Peaton,herido,Atropello,M,15,1
2017,2,Peaton,herido,Atropello,M,21,1
2017,2,Peaton,herido,Atropello,M,92,1
2017,2,Peaton,muerto,Atropello,F,96,1
2017,2,Peaton,muerto,Atropello,M,61,1
2017,2,Peaton,muerto,Atropello,M,16,1
2017,3,Acompañante,herido,Atropello,F,24,1
2017,3,Acompañante,herido,Choque,F,34,1
2017,3,Acompañante,herido,Choque,M,7,1
2017,3,Acompañante,herido,Choque,M,40,1
2017,3,Acompañante,herido,Otro,M,33,1
2017,3,Conductor,herido,Choque,F,56,1
2017,3,Conductor,herido,Choque,M,49,1
2017,3,Conductor,herido,Choque,M,43,1
2017,3,Conductor,herido,Choque,M,29,1
2017,3,Conductor,herido,Choque,M,48,1
2017,3,Motociclista,herido,Atropello,F,39,1
2017,3,Motociclista,herido,Atropello,M,28,1
2017,3,Motociclista,herido,Atropello,M,40,1
2017,3,Motociclista,herido,Choque,M,33,1
2017,3,Motociclista,herido,Choque,M,46,2
2017,3,Motociclista,herido,Choque,M,57,1
2017,3,Motociclista,herido,Choque,M,36,1
2017,3,Motociclista,herido,Choque,M,30,1
2017,3,Motociclista,herido,Choque,M,41,1
2017,3,Motociclista,herido,Choque,M,62,1
2017,3,Motociclista,herido,Choque,M,40,1
2017,3,Motociclista,herido,Choque,M,26,2
2017,3,Motociclista,herido,Choque,M,52,1
2017,3,Motociclista,herido,Choque,M,47,1
2017,3,Motociclista,herido,Otro,F,34,1
2017,3,Motociclista,muerto,Choque,M,46,1
2017,3,Pasajero,herido,Atropello,M,28,1
2017,3,Pasajero,herido,Caida Ocupante,F,62,1
2017,3,Pasajero,herido,Caida Ocupante,M,33,1
2017,3,Pasajero,herido,Choque,F,23,2
2017,3,Pasajero,herido,Choque,F,57,1
2017,3,Pasajero,herido,Choque,F,20,1
2017,3,Pasajero,herido,Choque,F,27,1
2017,3,Pasajero,herido,Choque,F,26,1
2017,3,Pasajero,herido,Choque,F,52,1
2017,3,Pasajero,herido,Choque,F,53,1
2017,3,Pasajero,herido,Choque,F,65,1
2017,3,Pasajero,herido,Choque,M,46,1
2017,3,Pasajero,herido,Choque,M,49,1
2017,3,Pasajero,herido,Choque,M,43,1
2017,3,Pasajero,herido,Choque,M,31,1
2017,3,Pasajero,herido,Choque,M,58,1
2017,3,Pasajero,herido,Choque,M,66,1
2017,3,Pasajero,herido,Otro,M,30,1
2017,3,Peaton,herido,Atropello,F,42,1
2017,3,Peaton,herido,Atropello,F,17,1
2017,3,Peaton,herido,Atropello,F,73,1
2017,3,Peaton,herido,Atropello,F,72,1
2017,3,Peaton,herido,Atropello,F,8,1
2017,3,Peaton,herido,Atropello,M,10,1
2017,3,Peaton,herido,Atropello,M,34,1
2017,3,Peaton,herido,Atropello,M,45,1
2017,3,Peaton,herido,Atropello,M,28,1
2017,3,Peaton,muerto,Atropello,M,22,1
2017,4,Acompañante,herido,Choque,F,26,1
2017,4,Acompañante,herido,Choque,F,47,1
2017,4,Acompañante,herido,Choque,M,33,1
2017,4,Conductor,herido,Choque,M,68,1
2017,4,Conductor,herido,Choque,M,40,1
2017,4,Conductor,herido,Choque,M,66,1
2017,4,Motociclista,herido,Atropello,M,27,1
2017,4,Motociclista,herido,Choque,F,37,1
2017,4,Motociclista,herido,Choque,F,46,1
2017,4,Motociclista,herido,Choque,M,32,1
2017,4,Motociclista,herido,Choque,M,36,1
2017,4,Motociclista,herido,Choque,M,30,1
